number_of_room,neighbourhood,material_quality,age,distance,number_of_bathroom,area,balcony,thermal_insulation_point,air_quality,price
3,Moderate,B,19.76,382.0,1,142.0,yes,80.9,20.1,1105.0
4,Moderate,B,7.56,618.0,2,129.0,yes,76.9,31.3,709.5
2,High,B,25.86,609.0,1,114.0,,86.0,48.7,596.2
2,Moderate,C,34.86,691.0,1,88.0,no,88.0,16.6,384.6
3,Moderate,B,16.28,659.0,1,105.0,yes,90.3,19.0,582.7
2,Moderate,B,21.4,659.0,1,142.0,yes,77.3,21.3,539.3
4,High,B,3.29,709.0,1,189.0,yes,87.0,44.2,659.5
2,Moderate,C,17.1,573.0,1,139.0,yes,85.4,27.1,723.9
3,Moderate,B,27.51,693.0,1,96.0,,87.4,21.9,433.7
4,High,B,3.36,686.0,1,142.0,yes,86.9,27.5,700.7
3,Low,A,29.34,610.0,1,109.0,no,60.1,28.0,452.2
3,Low,A,24.73,686.0,1,147.0,,80.1,28.1,410.9
3,Moderate,C,21.44,705.0,1,133.0,,69.9,83.4,280.2
3,Low,A,21.1,673.0,1,111.0,,85.3,29.7,425.7
2,Low,B,22.95,630.0,1,90.0,yes,75.1,23.5,452.5
3,Moderate,C,29.49,434.0,1,110.0,yes,71.7,29.3,877.5
4,Very High,A,1.64,623.0,2,152.0,yes,89.2,34.1,914.6
3,Very High,B,24.41,671.0,1,143.0,yes,60.0,28.7,608.4
3,Very High,B,32.27,694.0,1,148.0,yes,89.8,21.3,606.0
2,Moderate,D,35.76,706.0,1,142.0,yes,82.4,25.9,368.8
3,Low,B,19.89,623.0,1,140.0,yes,86.0,23.9,573.4
4,High,C,7.17,697.0,1,179.0,yes,78.4,26.1,682.6
1,Very High,B,3.05,513.0,1,63.0,no,87.4,21.7,979.7
4,High,A,6.37,650.0,2,127.0,yes,80.9,43.4,699.6
1,Very High,B,6.97,632.0,1,48.0,,79.1,18.7,708.6
4,High,D,0.69,611.0,2,118.0,yes,90.3,22.2,872.0
3,Moderate,B,33.62,645.0,1,139.0,yes,81.9,22.8,520.8
4,High,C,5.33,592.0,1,179.0,yes,83.4,47.9,843.4
2,High,C,31.15,655.0,1,108.0,yes,86.5,54.2,459.8
2,Moderate,A,21.59,501.0,1,80.0,yes,89.4,28.0,782.6
1,Very High,A,1.13,674.0,1,72.0,yes,89.8,27.2,683.3
1,Very High,B,7.34,453.0,1,71.0,yes,77.7,41.2,1006.1
3,Very High,B,5.83,670.0,1,128.0,,84.8,32.5,736.8
1,Very High,C,8.88,685.0,1,57.0,yes,69.1,36.6,538.0
2,High,C,15.14,361.0,1,73.0,no,87.7,29.9,1139.5
4,Very High,B,8.08,686.0,2,144.0,yes,74.5,21.6,755.8
4,Very High,A,1.62,606.0,2,133.0,yes,89.2,26.1,949.6
3,High,C,27.08,590.0,1,108.0,,87.8,48.6,643.4
1,Very High,B,0.79,460.0,1,52.0,no,90.2,40.0,1038.1
1,High,C,8.4,647.0,1,56.0,yes,72.7,43.3,530.0
4,High,B,8.76,530.0,2,150.0,yes,70.1,35.5,937.2
3,High,C,8.94,158.0,1,118.0,yes,85.2,30.9,333.8
3,Moderate,A,31.1,654.0,1,148.0,no,86.8,28.8,520.2
4,Very High,B,8.29,678.0,2,151.0,no,73.3,37.7,731.0
3,Low,B,15.84,658.0,1,115.0,yes,85.0,20.6,511.1
4,Very High,B,1.77,381.0,2,140.0,yes,89.1,34.8,194.1
3,High,A,23.58,643.0,1,144.0,,82.7,21.5,661.0
3,Very High,C,17.13,662.0,1,103.0,yes,82.9,45.0,627.3
3,Moderate,C,18.79,665.0,1,104.0,yes,76.9,35.2,485.9
4,Very High,A,7.42,694.0,1,180.0,yes,77.4,31.2,743.2
4,High,A,9.98,590.0,2,135.0,yes,27.3,20.1,757.4
3,Low,A,23.2,664.0,1,89.0,yes,88.4,50.1,360.3
2,Very High,B,13.27,694.0,1,110.0,,60.7,29.4,572.4
4,Very High,B,3.08,679.0,2,177.0,,87.3,22.1,853.9
2,Very High,B,19.81,359.0,1,138.0,yes,78.2,42.0,1201.9
4,Very High,A,4.94,496.0,2,152.0,yes,84.2,26.8,1147.5
2,Very High,B,17.79,693.0,1,144.0,no,84.5,23.4,647.3
3,Moderate,B,26.76,635.0,1,91.0,yes,90.6,40.8,498.4
2,Very High,B,14.55,669.0,1,142.0,yes,87.6,60.7,614.2
1,Very High,D,5.81,615.0,1,63.0,yes,82.3,28.1,743.3
1,Very High,A,1.39,682.0,1,71.0,yes,89.5,35.0,644.1
2,Low,,35.99,693.0,1,112.0,no,86.0,35.9,271.4
3,Moderate,B,33.58,640.0,1,82.0,yes,87.2,46.6,419.9
3,Very High,B,13.07,698.0,1,143.0,yes,83.6,24.0,679.3
3,Very High,C,12.71,612.0,1,124.0,yes,88.8,23.3,838.0
3,High,C,17.92,689.0,1,129.0,yes,78.9,44.2,520.8
1,Very High,D,3.57,673.0,1,38.0,yes,86.6,29.2,626.0
3,Moderate,A,23.96,641.0,1,92.0,yes,90.4,38.8,508.4
4,Very High,A,9.74,529.0,1,145.0,yes,54.6,17.8,999.5
3,Moderate,C,25.76,651.0,1,90.0,no,76.6,19.6,501.7
3,Moderate,B,26.21,566.0,1,105.0,yes,77.3,28.7,652.6
1,Very High,B,8.34,270.0,1,35.0,yes,73.0,41.6,640.8
1,Very High,A,1.46,578.0,1,66.0,yes,89.4,27.5,856.3
2,Low,A,27.53,635.0,1,141.0,no,89.5,26.0,490.9
3,High,C,21.19,505.0,1,84.0,yes,90.5,21.8,891.1
1,Very High,A,2.56,681.0,1,74.0,yes,88.0,32.2,647.1
3,Moderate,B,13.51,691.0,1,80.0,yes,77.5,89.9,295.1
3,Moderate,A,15.15,692.0,1,78.0,yes,89.4,21.6,490.4
3,Moderate,B,18.96,703.0,1,76.0,,60.1,35.7,349.8
4,Very High,A,4.76,630.0,2,115.0,yes,84.5,23.3,866.9
3,Low,B,16.16,396.0,1,131.0,yes,72.9,29.2,975.7
2,Low,,38.3,706.0,1,89.0,no,82.3,50.0,165.6
2,Moderate,C,18.69,663.0,1,135.0,yes,83.1,54.5,461.6
3,Moderate,A,30.33,676.0,1,107.0,yes,86.1,25.0,450.5
3,Moderate,B,27.03,649.0,1,62.0,no,80.2,45.8,407.0
3,High,C,15.99,693.0,1,144.0,no,85.7,22.3,611.5
3,Very Low,C,12.47,596.0,1,134.0,no,73.7,39.7,521.2
4,High,B,2.69,378.0,2,171.0,yes,87.9,30.8,462.2
3,Very High,B,19.56,682.0,1,96.0,yes,90.0,39.1,599.1
4,Very High,B,5.67,576.0,2,126.0,yes,82.6,70.1,845.3
2,Moderate,C,23.98,621.0,1,104.0,yes,89.2,52.3,499.4
3,High,D,19.46,499.0,1,143.0,yes,89.0,37.2,926.4
3,High,C,29.39,691.0,1,85.0,no,27.4,24.1,361.2
2,Moderate,B,17.42,655.0,1,73.0,no,76.4,43.0,439.4
1,High,C,3.27,681.0,1,73.0,yes,87.0,46.0,531.9
4,High,B,4.15,603.0,1,128.0,yes,85.6,23.2,849.0
1,Very High,A,5.1,676.0,1,65.0,no,83.9,19.0,661.1
4,Moderate,B,2.83,624.0,2,158.0,yes,87.7,42.3,745.0
3,Very Low,D,17.35,637.0,1,150.0,yes,87.5,19.9,513.5
4,High,A,2.28,711.0,1,181.0,yes,88.4,22.8,713.8
1,High,C,2.18,704.0,1,42.0,yes,88.5,29.8,510.0
1,Very High,A,1.72,515.0,1,50.0,yes,89.1,28.4,955.6
3,Moderate,B,23.77,624.0,1,76.0,no,70.9,34.2,499.1
3,Moderate,A,35.75,687.0,1,81.0,yes,76.7,27.1,349.3
3,Moderate,B,27.57,600.0,1,145.0,yes,50.1,33.3,553.7
2,Moderate,C,34.73,596.0,1,93.0,no,81.2,30.2,520.4
3,Moderate,B,18.99,611.0,1,66.0,yes,89.1,16.0,625.7
3,Moderate,C,29.72,646.0,1,61.0,no,84.1,26.2,457.6
2,Moderate,C,25.48,633.0,1,137.0,yes,67.3,18.5,548.8
1,Very High,C,6.14,684.0,1,59.0,yes,81.5,24.1,615.6
2,Low,A,39.37,583.0,1,84.0,yes,74.0,32.2,419.8
4,Moderate,B,2.44,540.0,2,163.0,no,88.2,19.2,975.1
2,Low,A,19.71,621.0,1,71.0,no,89.5,24.3,495.1
3,Moderate,D,24.05,395.0,1,122.0,no,57.1,34.0,951.6
1,Very High,C,4.93,704.0,1,72.0,yes,84.2,36.4,569.4
4,High,B,8.86,677.0,2,156.0,yes,69.3,24.6,691.2
4,Very High,C,5.64,674.0,2,147.0,yes,82.7,22.3,809.6
2,Very High,B,16.65,704.0,1,140.0,no,87.2,35.7,600.8
2,Very Low,B,14.56,612.0,1,68.0,yes,78.8,22.4,450.2
4,Very High,A,4.65,705.0,2,181.0,yes,84.7,29.1,775.8
2,Moderate,C,27.89,530.0,1,127.0,yes,89.4,20.8,759.2
1,Very High,A,7.8,596.0,1,54.0,no,75.8,31.8,736.4
3,Moderate,C,26.44,633.0,1,119.0,yes,34.8,42.6,415.5
1,Very High,C,8.47,637.0,1,36.0,yes,72.2,48.9,583.5
1,Very High,C,6.71,491.0,1,65.0,yes,79.9,22.7,985.7
3,Moderate,A,16.02,536.0,1,118.0,,75.7,24.4,787.0
4,Very High,B,7.97,462.0,2,135.0,yes,75.0,37.2,1131.9
2,Moderate,B,29.55,695.0,1,108.0,yes,91.0,27.3,403.3
4,Moderate,B,9.08,558.0,2,118.0,yes,67.1,23.6,805.3
3,Moderate,A,22.18,564.0,1,85.0,yes,90.7,26.2,692.1
4,High,C,0.68,606.0,2,188.0,yes,90.3,51.2,873.2
2,Moderate,B,23.14,641.0,1,62.0,yes,80.8,16.9,502.8
2,High,B,36.15,669.0,1,142.0,yes,89.5,29.5,512.4
3,High,B,28.66,704.0,1,124.0,yes,76.8,23.7,479.4
2,High,B,31.11,597.0,1,144.0,yes,47.9,26.4,604.1
2,Moderate,B,34.16,571.0,1,94.0,yes,78.0,26.6,575.4
1,Very High,B,1.35,293.0,1,45.0,no,89.6,31.1,522.4
4,Moderate,C,2.79,600.0,1,145.0,yes,87.7,27.0,802.2
3,Moderate,B,25.77,203.0,1,69.0,yes,75.5,26.3,458.0
1,High,D,6.06,528.0,1,41.0,yes,81.7,22.9,827.0
4,Moderate,C,4.89,692.0,2,121.0,no,84.3,21.0,618.2
2,Moderate,A,21.5,533.0,1,86.0,yes,87.8,36.7,701.6
1,High,C,1.66,709.0,1,61.0,yes,89.2,27.5,529.9
3,Moderate,A,33.86,655.0,1,104.0,yes,87.0,23.7,473.3
3,Low,C,35.57,675.0,1,146.0,,86.4,28.8,381.9
3,Moderate,B,13.3,666.0,1,132.0,yes,87.4,23.2,595.6
3,High,C,17.65,531.0,1,64.0,yes,75.7,30.1,789.2
3,Moderate,C,18.06,680.0,1,111.0,yes,,23.6,523.6
4,Moderate,C,2.65,383.0,2,177.0,no,87.9,25.7,1268.1
3,Low,C,17.94,651.0,1,143.0,no,83.8,60.7,430.1
2,Moderate,B,32.73,410.0,1,91.0,yes,85.1,16.7,927.1
4,Very High,A,4.48,630.0,2,110.0,yes,85.1,22.4,867.1
1,Very High,B,0.42,693.0,1,50.0,yes,90.6,37.1,604.0
3,Moderate,A,21.59,650.0,1,130.0,no,84.8,20.9,579.4
3,Moderate,C,22.1,539.0,1,145.0,yes,74.5,24.5,772.2
4,Very High,B,9.04,574.0,2,149.0,yes,67.5,31.5,927.6
3,Low,D,25.4,704.0,1,64.0,yes,75.6,37.6,255.4
2,Moderate,B,27.99,626.0,1,125.0,,86.7,24.4,559.2
3,Very High,C,23.78,584.0,1,88.0,no,80.7,25.6,771.9
4,High,A,3.69,607.0,2,177.0,,86.4,26.2,903.5
2,Moderate,C,26.43,596.0,1,125.0,yes,84.7,29.5,607.0
3,High,C,14.12,531.0,1,113.0,,60.8,26.9,836.4
4,High,B,5.11,645.0,2,172.0,yes,83.8,36.8,784.6
3,Very High,,24.43,469.0,1,123.0,yes,79.9,28.1,1013.5
4,Very High,C,4.63,654.0,2,110.0,yes,84.8,37.5,779.3
2,Moderate,A,18.05,574.0,1,97.0,yes,81.0,34.0,647.3
4,Very High,B,5.66,657.0,2,123.0,yes,82.7,25.6,808.8
1,Very High,B,0.3,661.0,1,55.0,yes,90.7,19.4,718.5
2,Low,A,23.45,573.0,1,134.0,yes,88.2,33.9,600.2
4,High,B,7.12,679.0,2,187.0,yes,78.6,20.3,758.1
3,Very High,A,32.68,697.0,1,111.0,yes,83.7,27.3,532.6
4,Very High,A,7.94,672.0,2,182.0,yes,75.2,15.8,838.3
3,Moderate,,26.27,511.0,1,128.0,yes,89.2,52.0,740.6
4,High,D,0.53,521.0,2,190.0,yes,90.5,26.2,1105.4
2,Low,B,23.08,583.0,1,70.0,yes,79.9,24.0,529.4
3,Moderate,D,32.62,658.0,1,96.0,yes,82.0,51.4,381.6
3,Moderate,B,35.99,689.0,1,71.0,yes,,51.6,277.4
2,Low,B,27.66,618.0,1,138.0,,75.2,33.6,470.4
3,Very High,B,18.53,656.0,1,147.0,yes,88.2,26.3,736.1
3,Moderate,B,33.75,590.0,1,75.0,yes,63.8,21.1,529.0
4,Very High,A,8.86,457.0,2,138.0,yes,69.3,21.8,1169.7
3,Very High,B,23.88,703.0,1,103.0,no,67.6,16.8,557.8
1,Very High,A,7.8,630.0,1,50.0,yes,75.9,68.0,570.3
3,Moderate,B,17.06,583.0,1,101.0,,87.9,28.3,688.9
2,Very Low,C,26.77,576.0,1,113.0,yes,71.7,16.9,497.1
2,Very High,A,18.42,552.0,1,88.0,yes,61.3,23.5,809.0
3,Moderate,A,18.77,499.0,1,96.0,no,59.7,20.4,799.0
2,Very High,C,14.5,666.0,1,73.0,yes,68.9,21.3,620.1
4,Very High,B,7.71,643.0,2,172.0,yes,76.2,25.0,861.8
3,Moderate,A,15.37,678.0,1,63.0,,88.5,24.4,491.4
4,Very High,D,1.58,588.0,2,166.0,yes,89.3,30.4,1005.6
2,Moderate,A,26.81,707.0,1,130.0,yes,83.2,19.2,423.8
4,Very High,C,8.97,682.0,2,113.0,yes,68.3,32.7,685.2
1,Very High,D,5.22,632.0,1,66.0,yes,83.6,40.7,685.8
3,Low,A,4.58,685.0,1,74.0,no,83.6,24.2,468.2
1,Very High,A,7.07,682.0,1,68.0,no,78.7,42.1,569.0
2,Moderate,A,26.07,666.0,1,115.0,yes,89.7,29.0,477.3
4,High,B,4.5,551.0,2,112.0,yes,85.0,49.5,874.7
3,Moderate,A,27.72,640.0,1,147.0,yes,86.9,27.5,568.1
3,Very High,C,26.8,489.0,1,148.0,,87.9,29.4,999.9
1,Very High,A,2.29,679.0,1,60.0,,88.4,33.6,635.4
4,Very High,B,8.12,571.0,1,185.0,no,74.3,39.4,949.7
3,High,D,21.45,658.0,1,146.0,no,55.7,25.5,581.4
1,High,C,7.61,630.0,1,55.0,no,76.7,19.6,637.6
3,Very High,B,13.45,639.0,1,109.0,yes,60.7,18.1,725.5
3,High,B,21.45,596.0,1,98.0,yes,83.7,26.8,703.7
1,High,B,3.47,571.0,1,63.0,yes,86.7,25.6,784.3
1,Very High,B,9.54,562.0,1,73.0,yes,60.1,27.1,791.8
3,Very High,B,26.17,474.0,1,136.0,,87.8,19.3,1047.0
4,Very High,A,0.86,675.0,2,111.0,yes,90.1,22.4,812.5
2,Low,C,31.04,585.0,1,82.0,yes,82.4,34.1,471.5
1,Very High,B,9.0,712.0,1,48.0,no,68.0,33.2,484.1
3,Low,A,22.4,548.0,1,138.0,,84.7,40.3,653.2
4,High,B,3.95,553.0,2,114.0,yes,86.0,24.8,944.6
4,Very High,B,6.27,576.0,1,122.0,yes,81.1,20.8,951.2
4,Very High,C,4.09,684.0,2,114.0,no,85.7,30.3,750.5
4,High,C,5.84,679.0,2,177.0,yes,82.2,25.0,749.7
4,Very High,C,3.26,689.0,2,113.0,yes,87.1,39.5,722.5
1,High,A,1.37,623.0,1,60.0,yes,89.5,15.8,726.1
3,Low,B,8.08,680.0,1,99.0,yes,82.1,26.6,473.9
4,Very High,B,7.32,616.0,2,132.0,,77.8,28.9,867.9
3,Moderate,A,16.39,616.0,1,145.0,yes,77.8,36.7,631.0
2,Moderate,B,13.85,551.0,1,86.0,no,82.2,21.5,739.3
4,Very High,C,0.78,585.0,1,181.0,yes,90.2,45.3,975.3
4,Very High,A,7.04,699.0,1,143.0,,78.8,31.1,701.8
3,Very Low,B,25.83,675.0,1,134.0,yes,88.3,74.7,232.3
1,Very High,A,0.34,603.0,1,70.0,yes,90.7,29.6,815.9
3,Low,A,23.93,467.0,1,64.0,yes,84.9,28.0,758.3
3,Moderate,A,22.16,617.0,1,77.0,,75.7,28.3,547.8
4,Moderate,,3.77,642.0,1,117.0,no,86.3,22.9,697.2
4,Very High,C,4.1,663.0,2,172.0,yes,85.7,41.0,819.4
3,Moderate,D,19.61,680.0,1,139.0,yes,78.8,17.8,538.7
3,Moderate,B,8.48,652.0,1,60.0,no,83.7,32.5,544.2
3,Moderate,A,19.08,673.0,1,83.0,yes,83.6,22.8,495.0
3,Moderate,B,28.28,585.0,1,73.0,no,,35.0,529.1
3,High,B,13.93,550.0,1,120.0,yes,86.7,26.1,862.3
2,Moderate,C,14.79,588.0,1,142.0,no,81.3,23.8,711.8
3,Very High,A,11.26,604.0,1,93.0,yes,89.4,19.8,840.8
4,High,B,7.73,629.0,1,173.0,yes,76.2,26.0,798.6
3,Moderate,A,17.79,358.0,1,123.0,yes,86.5,22.7,1146.7
3,Moderate,B,23.05,609.0,1,117.0,yes,78.3,23.7,615.7
2,Moderate,C,8.03,404.0,1,113.0,no,81.8,22.6,1073.8
2,High,B,23.41,693.0,1,77.0,yes,67.0,25.8,436.9
1,Very High,B,1.08,612.0,1,53.0,,89.9,16.2,812.3
4,High,B,0.9,643.0,2,117.0,no,90.1,17.7,820.8
3,Moderate,B,13.8,612.0,1,83.0,yes,62.4,18.5,609.2
4,Very High,C,5.08,582.0,2,161.0,yes,83.9,18.6,1013.8
3,Moderate,C,36.31,377.0,1,83.0,yes,75.2,37.5,906.1
3,Moderate,D,18.41,534.0,1,115.0,yes,84.6,29.8,777.9
1,Very High,C,0.5,529.0,1,68.0,yes,90.5,32.0,946.8
3,Very Low,B,23.5,595.0,1,110.0,yes,76.5,40.3,442.4
2,Moderate,C,8.75,615.0,1,122.0,no,86.6,17.8,700.5
1,Very High,B,4.86,624.0,1,53.0,yes,84.3,58.7,642.8
3,Very Low,B,27.7,447.0,1,138.0,yes,81.1,30.4,764.5
4,Very High,C,6.38,693.0,2,177.0,yes,80.8,25.7,786.4
4,,A,7.7,222.0,2,145.0,yes,76.3,22.7,761.1
1,Very High,C,5.98,600.0,1,41.0,yes,81.9,35.5,728.1
4,High,B,2.13,641.0,2,137.0,yes,88.6,21.9,823.5
1,High,B,7.35,345.0,1,38.0,yes,77.7,28.8,1140.7
1,High,C,1.18,624.0,1,53.0,yes,89.7,21.1,704.3
1,High,C,8.69,637.0,1,72.0,yes,70.7,26.8,603.9
2,Moderate,B,21.69,609.0,1,64.0,no,52.0,23.8,497.3
1,Very High,B,8.02,688.0,1,46.0,no,74.8,26.0,566.1
2,Low,A,18.32,661.0,1,64.0,no,85.2,19.7,423.6
1,High,B,3.85,637.0,1,65.0,yes,86.1,30.1,645.5
4,High,A,8.9,591.0,2,132.0,no,69.0,15.2,855.1
4,Very High,C,0.21,659.0,2,156.0,yes,90.8,28.8,875.6
3,Moderate,,31.41,628.0,1,109.0,yes,68.2,21.6,511.1
1,High,C,2.75,597.0,1,61.0,no,87.8,17.8,760.1
2,Moderate,A,20.42,189.0,1,72.0,,86.4,51.1,552.4
1,Very High,A,2.97,641.0,1,41.0,,87.5,55.8,623.1
4,Very High,C,3.96,659.0,2,141.0,yes,86.0,30.0,827.1
3,Moderate,A,18.5,518.0,1,133.0,yes,78.2,21.8,834.6
2,Moderate,A,31.39,589.0,1,147.0,yes,35.1,26.6,523.6
3,Moderate,A,18.11,442.0,1,116.0,no,85.8,31.5,953.1
2,Very High,D,25.74,669.0,1,73.0,yes,,30.6,566.5
3,Very High,C,16.95,686.0,1,131.0,yes,87.6,47.5,613.3
3,Moderate,B,13.82,639.0,1,92.0,yes,81.9,46.8,529.3
3,High,,32.27,632.0,1,109.0,yes,79.0,22.4,589.2
4,Very High,B,6.81,456.0,1,135.0,yes,79.6,30.2,1160.8
3,Moderate,C,24.13,678.0,1,127.0,,81.9,20.7,504.0
2,Moderate,C,28.77,430.0,1,107.0,yes,78.8,26.6,887.5
3,Moderate,A,28.21,647.0,1,100.0,yes,80.6,36.3,468.7
3,Very High,A,22.25,661.0,1,78.0,yes,70.7,25.0,605.6
2,Moderate,A,25.07,637.0,1,107.0,yes,80.4,21.0,532.9
4,Very High,C,9.83,611.0,1,141.0,no,50.2,42.9,762.6
3,High,C,18.36,688.0,1,111.0,,80.7,23.4,562.0
1,High,B,7.57,562.0,1,41.0,no,76.9,33.9,714.8
4,Very High,A,0.58,677.0,1,164.0,no,90.4,29.3,828.2
4,High,A,7.98,594.0,2,184.0,yes,75.0,20.5,904.2
3,Moderate,D,18.27,468.0,1,109.0,yes,76.4,17.2,915.7
3,Very Low,B,24.3,568.0,1,100.0,yes,85.3,28.8,528.0
3,Moderate,C,7.26,546.0,1,148.0,no,89.3,36.0,842.1
1,Very High,B,1.24,483.0,1,64.0,yes,89.7,31.4,1026.1
1,High,B,2.87,461.0,1,39.0,no,87.6,17.2,997.1
4,High,A,7.19,540.0,2,156.0,yes,78.3,37.3,944.3
3,Moderate,A,21.16,664.0,1,71.0,,84.2,29.0,473.1
3,Very High,B,14.63,537.0,1,68.0,,83.3,24.1,900.8
3,Moderate,C,21.44,626.0,1,147.0,no,68.2,19.9,612.4
4,Very High,B,7.89,543.0,2,129.0,yes,75.4,27.8,998.6
3,,B,13.94,631.0,1,82.0,yes,82.6,23.3,598.7
3,Moderate,A,30.55,685.0,1,66.0,no,90.9,29.6,388.4
3,Moderate,D,26.15,623.0,1,115.0,yes,90.3,26.8,585.7
2,Very High,C,16.87,564.0,1,120.0,no,81.9,31.4,846.6
4,High,B,1.85,676.0,1,179.0,yes,89.0,30.1,762.2
3,Moderate,D,26.26,648.0,1,95.0,yes,82.3,28.2,497.8
1,Very High,B,5.76,692.0,1,56.0,yes,82.4,25.0,598.8
4,Moderate,B,6.98,608.0,2,155.0,yes,79.0,19.2,794.6
4,Very High,C,8.26,552.0,2,145.0,,73.5,30.6,984.2
4,Very High,C,4.3,669.0,2,143.0,yes,85.4,21.7,829.5
3,Very Low,C,7.92,109.0,1,94.0,yes,87.1,32.9,141.4
3,Very High,A,11.37,622.0,1,105.0,yes,53.5,19.0,748.4
4,Very High,B,4.18,651.0,2,155.0,no,85.6,32.9,846.5
4,Very High,C,3.78,664.0,2,158.0,yes,86.3,75.5,713.4
3,Low,A,25.64,589.0,1,95.0,no,83.6,60.6,457.5
4,Very High,B,6.88,670.0,2,166.0,yes,79.4,19.5,830.3
4,Very High,B,0.86,501.0,2,187.0,yes,90.1,25.0,1212.1
3,Moderate,B,33.37,587.0,1,69.0,no,86.3,21.6,574.4
3,Very High,B,21.39,514.0,1,87.0,yes,90.0,24.0,940.0
3,Moderate,C,27.1,679.0,1,92.0,yes,77.9,16.2,454.9
2,Moderate,A,23.26,630.0,1,90.0,no,68.0,41.4,459.3
4,Very High,A,9.28,669.0,2,157.0,yes,64.7,33.4,743.1
2,Moderate,A,33.27,688.0,1,99.0,yes,82.1,35.0,348.5
4,Very High,C,4.01,659.0,1,173.0,yes,85.9,19.3,870.5
3,Moderate,B,18.18,493.0,1,147.0,yes,72.4,57.8,789.0
2,Moderate,B,10.75,298.0,1,136.0,no,87.2,29.5,1275.4
4,High,C,2.28,647.0,2,153.0,yes,88.4,22.7,824.7
4,High,C,2.19,681.0,2,181.0,yes,88.5,30.7,767.2
2,High,C,16.39,649.0,1,117.0,yes,90.3,35.9,618.4
4,Very High,C,1.41,644.0,2,118.0,no,89.5,28.1,858.8
2,Moderate,B,22.44,554.0,1,118.0,yes,68.4,32.1,662.1
3,Low,C,25.84,657.0,1,118.0,yes,85.2,72.5,321.2
3,Low,B,17.24,591.0,1,69.0,yes,90.6,24.8,584.5
3,Low,C,29.69,524.0,1,133.0,yes,86.0,47.0,638.2
3,High,C,11.16,520.0,1,68.0,yes,87.6,24.3,889.2
2,Moderate,C,23.37,692.0,1,86.0,yes,90.8,19.0,443.0
3,Low,C,14.65,674.0,1,137.0,yes,90.1,42.1,461.4
3,Moderate,A,18.85,652.0,1,141.0,yes,74.6,62.7,468.4
3,Moderate,B,17.77,615.0,1,115.0,yes,85.3,27.3,635.7
3,High,D,29.38,359.0,1,109.0,yes,68.7,19.5,1111.1
3,Moderate,C,32.95,490.0,1,96.0,no,89.5,38.0,750.2
3,Moderate,A,6.42,645.0,1,72.0,no,86.7,27.7,599.8
4,High,A,9.41,419.0,2,181.0,no,62.7,26.8,1184.2
4,Moderate,A,5.76,662.0,2,174.0,yes,82.4,45.1,654.6
2,Moderate,C,19.26,543.0,1,132.0,yes,67.5,63.4,628.2
3,Moderate,C,24.03,613.0,1,68.0,yes,70.9,26.5,531.4
1,Very High,A,5.76,433.0,1,57.0,,82.4,25.0,1091.9
4,High,B,6.92,693.0,2,136.0,no,79.2,25.6,668.5
4,Very High,C,9.45,617.0,2,155.0,yes,62.0,25.2,855.7
4,High,C,2.48,648.0,2,188.0,yes,88.2,32.0,831.2
4,Very High,B,8.2,412.0,2,167.0,yes,73.9,50.3,1220.1
2,Moderate,B,15.55,671.0,1,129.0,,70.9,42.4,465.9
3,Moderate,B,20.81,628.0,1,114.0,no,90.3,17.1,630.8
1,Very High,B,3.37,652.0,1,62.0,,86.9,26.3,699.5
1,High,B,5.03,695.0,1,50.0,yes,84.0,47.9,461.5
3,Very Low,C,21.21,544.0,1,112.0,yes,76.9,46.1,539.1
3,Low,C,27.3,581.0,1,77.0,yes,85.4,75.4,409.2
4,Very High,B,4.91,696.0,2,125.0,yes,84.3,20.6,757.6
4,Very High,C,0.17,672.0,1,126.0,yes,90.8,26.9,809.2
2,Moderate,A,16.33,657.0,1,122.0,yes,89.2,30.4,550.2
4,Very High,B,3.6,679.0,2,160.0,no,86.5,33.6,801.4
4,Moderate,A,4.74,597.0,2,189.0,yes,84.6,26.2,854.1
3,Moderate,A,27.35,694.0,1,129.0,no,55.7,33.7,370.4
4,High,C,3.07,630.0,2,164.0,yes,87.3,32.5,835.0
4,Very High,D,7.36,445.0,2,141.0,yes,77.7,22.7,1218.1
3,Moderate,A,20.48,608.0,1,112.0,yes,90.8,34.8,621.8
1,Very High,B,5.5,658.0,1,54.0,yes,83.0,22.1,671.9
2,Moderate,C,22.3,671.0,1,74.0,yes,74.9,25.9,426.3
3,Low,A,17.4,602.0,1,65.0,yes,86.9,32.4,530.8
3,Moderate,B,21.17,623.0,1,140.0,no,88.4,40.6,597.0
3,Moderate,C,22.61,661.0,1,65.0,,88.4,43.6,433.8
2,Moderate,B,39.65,664.0,1,134.0,yes,84.1,24.9,425.3
4,Very High,A,6.01,678.0,2,136.0,yes,81.8,25.6,778.2
4,Moderate,B,9.29,530.0,2,188.0,yes,64.6,27.4,912.1
4,Very High,C,3.11,621.0,2,121.0,no,87.3,40.5,858.2
3,High,B,28.86,616.0,1,137.0,yes,81.2,16.2,687.5
3,Moderate,A,24.88,671.0,1,85.0,yes,89.4,37.0,442.2
3,Moderate,C,23.05,673.0,1,92.0,yes,86.3,21.8,490.3
3,High,,16.75,390.0,1,71.0,yes,88.9,20.0,1122.7
3,Moderate,C,29.83,652.0,1,105.0,no,76.4,29.6,465.0
3,Moderate,A,13.93,496.0,1,119.0,yes,86.1,44.5,842.0
2,Low,D,17.02,692.0,1,102.0,yes,79.6,24.2,386.5
